content,score,thumbsUpCount,cleaned_content,sentiment_label
"Love the app and desktop software. I have used about every music app and Spotify is far by the best. Great to easily see new album releases every Friday in my genres, but there are some incorrect classifications at times",5,1,"['love', 'app', 'desktop', 'software', 'used', 'every', 'music', 'app', 'spotify', 'far', 'best', 'great', 'easily', 'see', 'new', 'album', 'releases', 'every', 'friday', 'genres', 'incorrect', 'classifications', 'times']",positive
"I love it, although I really wish Spotify would add a feature that when you are in a song in a middle of a track and you go look at the queue, the rest of the song, prior to that song you're listening to currently, would also appear in the queue so you could again listen to those previous songs.",5,2,"['love', 'although', 'really', 'wish', 'spotify', 'would', 'add', 'feature', 'song', 'middle', 'track', 'go', 'look', 'queue', 'rest', 'song', 'prior', 'song', 'youre', 'listening', 'currently', 'would', 'also', 'appear', 'queue', 'could', 'listen', 'previous', 'songs']",positive
my favourite hobby ☺️,5,0,"['favourite', 'hobby']",neutral
"I love the app. It's super good and efficient. My only small problem is that even though I have premium, sometimes it's really hard to even get to the music even though it's supposed to work. Maybe I'm misunderstanding the terms, but if not, that's my only small issue.",5,1,"['love', 'app', 'super', 'good', 'efficient', 'small', 'problem', 'even', 'though', 'premium', 'sometimes', 'really', 'hard', 'even', 'get', 'music', 'even', 'though', 'supposed', 'work', 'maybe', 'im', 'misunderstanding', 'terms', 'thats', 'small', 'issue']",positive
awsome,5,0,['awsome'],neutral
the app is so incredibly important and it should stay for a long for developing countries like Ethiopia,5,0,"['app', 'incredibly', 'important', 'stay', 'long', 'developing', 'countries', 'like', 'ethiopia']",positive
niice,5,0,['niice'],neutral
😔,1,0,[],neutral
"Spotify is a fantastic music app! my only wish is that you could choose to play individual songs on mobile without spotift premium. currently the only option is to shuffle and i think thats not great ): and ads occur fairly often too ): but with spotify premium all those problems go away, if you like music i think its worth it",5,0,"['spotify', 'fantastic', 'music', 'app', 'wish', 'could', 'choose', 'play', 'individual', 'songs', 'mobile', 'without', 'spotift', 'premium', 'currently', 'option', 'shuffle', 'think', 'thats', 'great', 'ads', 'occur', 'fairly', 'often', 'spotify', 'premium', 'problems', 'go', 'away', 'like', 'music', 'think', 'worth']",positive
nice,5,0,['nice'],positive
best song list 👌 but ad is not good,5,0,"['best', 'song', 'list', 'ad', 'good']",negative
"I use spotify on a daily basis and it has all the music i listen to. The music variety is amazing and the set up is simple and clean, easy ti navigate. Premium is definitely worth getting, being able to download my songs is a nice feature for when i lose service.",5,5,"['use', 'spotify', 'daily', 'basis', 'music', 'listen', 'music', 'variety', 'amazing', 'set', 'simple', 'clean', 'easy', 'ti', 'navigate', 'premium', 'definitely', 'worth', 'getting', 'able', 'download', 'songs', 'nice', 'feature', 'lose', 'service']",positive
"I have had Spotify for years. It usually works great with the Bluetooth in my car. But, with the last update on the Spotify app, I can change songs all I want but it will not change it on my display screen on my car. This is very frustrating if I'm listening to a new playlist trying to find new artists and music! Please fix it!",5,23,"['spotify', 'years', 'usually', 'works', 'great', 'bluetooth', 'car', 'last', 'update', 'spotify', 'app', 'change', 'songs', 'want', 'change', 'display', 'screen', 'car', 'frustrating', 'im', 'listening', 'new', 'playlist', 'trying', 'find', 'new', 'artists', 'music', 'please', 'fix']",positive
very good but when you don't have premium spotify just becomes very bad but nice app .,5,0,"['good', 'dont', 'premium', 'spotify', 'becomes', 'bad', 'nice', 'app']",neutral
"tired of getting an ad that promises 30 minutes of ad-free music, plays one song, then plays two more ads!",1,0,"['tired', 'getting', 'ad', 'promises', 'minutes', 'adfree', 'music', 'plays', 'one', 'song', 'plays', 'two', 'ads']",positive
I love this service and have become emotionally attached but I'm not to happy that the founders have decided to found Trumps campaign,5,0,"['love', 'service', 'become', 'emotionally', 'attached', 'im', 'happy', 'founders', 'decided', 'found', 'trumps', 'campaign']",negative
best app,5,0,"['best', 'app']",positive
i can't play my songs from playlist and can only sings 4 songs in a day as per my will.... bahut gussa aata hai us time....!! aur koi app hai nahi isiliye bahut jyada fayde uthate hai,2,0,"['cant', 'play', 'songs', 'playlist', 'sings', 'songs', 'day', 'per', 'bahut', 'gussa', 'aata', 'hai', 'us', 'time', 'aur', 'koi', 'app', 'hai', 'nahi', 'isiliye', 'bahut', 'jyada', 'fayde', 'uthate', 'hai']",negative
"Awesome, I can take any music anywhere whenever I want. Then I can change the music without having to purchase more. Greatest app I've ever used and reasonably priced.",5,0,"['awesome', 'take', 'music', 'anywhere', 'whenever', 'want', 'change', 'music', 'without', 'purchase', 'greatest', 'app', 'ive', 'ever', 'used', 'reasonably', 'priced']",positive
"Great user experience, amazing listening experience.",5,0,"['great', 'user', 'experience', 'amazing', 'listening', 'experience']",positive
the scroll left right when a song is playing is so unuserfriendly. it always scrolls down.,1,0,"['scroll', 'left', 'right', 'song', 'playing', 'unuserfriendly', 'always', 'scrolls']",positive
"Mere ko koi dikkat nahi hai mene bhench* paise deke premium lia hai, mere sath wale ne bola isiliye 1 star de raha hoon ENJOY😄!",5,0,"['mere', 'ko', 'koi', 'dikkat', 'nahi', 'hai', 'mene', 'bhench', 'paise', 'deke', 'premium', 'lia', 'hai', 'mere', 'sath', 'wale', 'ne', 'bola', 'isiliye', 'star', 'de', 'raha', 'hoon', 'enjoy']",neutral
Soo good app,5,0,"['soo', 'good', 'app']",positive
love it. so easy to use and find songs.,5,0,"['love', 'easy', 'use', 'find', 'songs']",positive
amazing job,5,0,"['amazing', 'job']",positive
"Great app! I enjoy listening to music whatever, whenever, wherever I want! specially if you will avail premium account, it's worth what you pay even if its only for 3 months for only 150 pesos. I will definitely avail again the premium account once it ends up. Highly recommended app. I enjoy my work as a home based graphic designer while listening to Spotify with my favorite songs that I want to play. name it and it is all available in a search engine if you avail premium account. thumbs-up!",5,382,"['great', 'app', 'enjoy', 'listening', 'music', 'whatever', 'whenever', 'wherever', 'want', 'specially', 'avail', 'premium', 'account', 'worth', 'pay', 'even', 'months', 'pesos', 'definitely', 'avail', 'premium', 'account', 'ends', 'highly', 'recommended', 'app', 'enjoy', 'work', 'home', 'based', 'graphic', 'designer', 'listening', 'spotify', 'favorite', 'songs', 'want', 'play', 'name', 'available', 'search', 'engine', 'avail', 'premium', 'account', 'thumbsup']",positive
The only thing I don't like is you can't delete a song off your Playlist while your listening to it on the Playlist. It would make it a lot easier to customize your playlist. Just something to think about other than that its not too bad!:),5,0,"['thing', 'dont', 'like', 'cant', 'delete', 'song', 'playlist', 'listening', 'playlist', 'would', 'make', 'lot', 'easier', 'customize', 'playlist', 'something', 'think', 'bad']",positive
"Can't go wrong! Tailored playlists that update throughout the day based on what you listened to. 🎶 I picked up many new songs. 😄 It was such a great experience that I shared with family The only downside that comes to mind is that it can be a little slow to pick a song when you have a giant playlist. Close to 15k songs liked 😭 Please add feature: I would love a revisit playlist or a list of songs that I missed out listening to. That way, I could listen to them later. Thanks in advance!",5,85,"['cant', 'go', 'wrong', 'tailored', 'playlists', 'update', 'throughout', 'day', 'based', 'listened', 'picked', 'many', 'new', 'songs', 'great', 'experience', 'shared', 'family', 'downside', 'comes', 'mind', 'little', 'slow', 'pick', 'song', 'giant', 'playlist', 'close', 'k', 'songs', 'liked', 'please', 'add', 'feature', 'would', 'love', 'revisit', 'playlist', 'list', 'songs', 'missed', 'listening', 'way', 'could', 'listen', 'later', 'thanks', 'advance']",positive
I'm original not backfake?,1,0,"['im', 'original', 'backfake']",positive
Love it. I can listen to all my fav artists. Only problem is that it's a pay to use app🥲🥲 But worth the investment!!,4,0,"['love', 'listen', 'fav', 'artists', 'problem', 'pay', 'use', 'app', 'worth', 'investment']",positive
"The song suggesting abilities are amazing. Spotify knows my musical tastes now, better than my wife of 33 years lol! It is extremely rare for the service not to have what I'm looking for! In fact, it will often play a song that is in my head, that I haven't been quick enough to type into the search bar.",5,1,"['song', 'suggesting', 'abilities', 'amazing', 'spotify', 'knows', 'musical', 'tastes', 'better', 'wife', 'years', 'lol', 'extremely', 'rare', 'service', 'im', 'looking', 'fact', 'often', 'play', 'song', 'head', 'havent', 'quick', 'enough', 'type', 'search', 'bar']",positive
"Amazing. Whether its listening to all the music I remember growing up with or finding new artists, Spotify has it all. 8 hours a day at work it is playing, custom Playlist for moods. Only one album in 3 years I haven't been able to find",5,0,"['amazing', 'whether', 'listening', 'music', 'remember', 'growing', 'finding', 'new', 'artists', 'spotify', 'hours', 'day', 'work', 'playing', 'custom', 'playlist', 'moods', 'one', 'album', 'years', 'havent', 'able', 'find']",positive
amazing,5,0,['amazing'],positive
I absolutly love Spotify. I had premium for free when I worked for Starbucks and couldn't do without it after I left. Any problems I have had (which a very few) have been just a short phone call away and my Spotify was back up and running just how I like it! If I could give it 100 stars I would!,5,8,"['absolutly', 'love', 'spotify', 'premium', 'free', 'worked', 'starbucks', 'couldnt', 'without', 'left', 'problems', 'short', 'phone', 'call', 'away', 'spotify', 'back', 'running', 'like', 'could', 'give', 'stars', 'would']",positive
very very very very bad app because so much add of Two songs so this is bad app 👍,1,0,"['bad', 'app', 'much', 'add', 'two', 'songs', 'bad', 'app']",negative
I have tried many of the online media apps. I keep coming back to Spotify. All my my favorites are here. Plus my music tastes have expanded with access to all the gendres that Sotify makes available on their platform.,5,0,"['tried', 'many', 'online', 'media', 'apps', 'keep', 'coming', 'back', 'spotify', 'favorites', 'plus', 'music', 'tastes', 'expanded', 'access', 'gendres', 'sotify', 'makes', 'available', 'platform']",positive
"I'm unable to remove songs from the playlist, removed songs are still being played in the playlist",1,1,"['im', 'unable', 'remove', 'songs', 'playlist', 'removed', 'songs', 'still', 'played', 'playlist']",positive
just use the web browser version it has way less ads and you can actually play a song more than one time,1,0,"['use', 'web', 'browser', 'version', 'way', 'less', 'ads', 'actually', 'play', 'song', 'one', 'time']",positive
"Great for listening to music. I love it. As a YouTuber though, I kinda wish there'd be a option to download the music as a file to use in videos. But I understand why you can't do that so I'm not upset. Still love the app though. Thank you for making it and being a part of our lives.",5,1,"['great', 'listening', 'music', 'love', 'youtuber', 'though', 'kinda', 'wish', 'thered', 'option', 'download', 'music', 'file', 'use', 'videos', 'understand', 'cant', 'im', 'upset', 'still', 'love', 'app', 'though', 'thank', 'making', 'part', 'lives']",positive
it's a very good app highly recommend for music listeners,5,0,"['good', 'app', 'highly', 'recommend', 'music', 'listeners']",positive
"it is great to have your music, favorites and yet to be found, available to you anytime, anywhere. I also really like the ability to share and collaborate when developing playlists with friends. The app has great features and is easy to use.",5,0,"['great', 'music', 'favorites', 'yet', 'found', 'available', 'anytime', 'anywhere', 'also', 'really', 'like', 'ability', 'share', 'collaborate', 'developing', 'playlists', 'friends', 'app', 'great', 'features', 'easy', 'use']",positive
"Used to be good until the last update. App constantly freezes and it never picks up from the song I last left off on. I always have to restart the playlist every time I start up the app, leaving me listening to some of the songs that I listened to the last time I started the app. Which usually isn't a bad thing since my playlists are fire. But it can get annoying at times Update: still sucks",5,30,"['used', 'good', 'last', 'update', 'app', 'constantly', 'freezes', 'never', 'picks', 'song', 'last', 'left', 'always', 'restart', 'playlist', 'every', 'time', 'start', 'app', 'leaving', 'listening', 'songs', 'listened', 'last', 'time', 'started', 'app', 'usually', 'isnt', 'bad', 'thing', 'since', 'playlists', 'fire', 'get', 'annoying', 'times', 'update', 'still', 'sucks']",negative
"After using Gaana, Saavan etc paid versions... I can say this is the app with best collection of songs... I loved excellent playlists... original old songs in regional languages like marathi, hindi, Kannada etc... true old bhakti songs, patriotic songs, bhagwadgita, podcasts... etc in other song apps only remakes are available and original songs are missing... used for few days and loving it... now I am subscriber... Great work by the team spotify in preserving our ancient culture👍🚩",5,0,"['using', 'gaana', 'saavan', 'etc', 'paid', 'versions', 'say', 'app', 'best', 'collection', 'songs', 'loved', 'excellent', 'playlists', 'original', 'old', 'songs', 'regional', 'languages', 'like', 'marathi', 'hindi', 'kannada', 'etc', 'true', 'old', 'bhakti', 'songs', 'patriotic', 'songs', 'bhagwadgita', 'podcasts', 'etc', 'song', 'apps', 'remakes', 'available', 'original', 'songs', 'missing', 'used', 'days', 'loving', 'subscriber', 'great', 'work', 'team', 'spotify', 'preserving', 'ancient', 'culture']",positive
awesome,5,0,['awesome'],positive
"very good, easy to use",5,0,"['good', 'easy', 'use']",positive
good but have issues,5,0,"['good', 'issues']",positive
Lost a star because of ads and the premium subscription. Everything else is perfect.,4,0,"['lost', 'star', 'ads', 'premium', 'subscription', 'everything', 'else', 'perfect']",positive
I have always enjoyed Spotify over the years - I love the AI that suggests new music -,5,0,"['always', 'enjoyed', 'spotify', 'years', 'love', 'ai', 'suggests', 'new', 'music']",positive
"This app is my favorite cuz my favorite group bts also there I am always find a app where I can listen there music freealy and now see I have spotify you can listen songs , share songs, finding your favorite artist in any language you can use this app if you are doing any important work on your fone and also want to listen some music you want to do it together so this app is the best in the world for you. I always prefer this app to every song lovers and I am happy I can see the lyrics of songs",5,0,"['app', 'favorite', 'cuz', 'favorite', 'group', 'bts', 'also', 'always', 'find', 'app', 'listen', 'music', 'freealy', 'see', 'spotify', 'listen', 'songs', 'share', 'songs', 'finding', 'favorite', 'artist', 'language', 'use', 'app', 'important', 'work', 'fone', 'also', 'want', 'listen', 'music', 'want', 'together', 'app', 'best', 'world', 'always', 'prefer', 'app', 'every', 'song', 'lovers', 'happy', 'see', 'lyrics', 'songs']",positive
everything is good app is great but feedbacks are not taken seriously,4,0,"['everything', 'good', 'app', 'great', 'feedbacks', 'taken', 'seriously']",positive
it is a convenient app,5,0,"['convenient', 'app']",neutral
you are the best,5,0,['best'],positive
"dmca abusers, look it up",1,1,"['dmca', 'abusers', 'look']",negative
Excellent,5,0,['excellent'],positive
"I have a suggestion for spotify...can we have a banner in the app on the audiobook section that shows where we are at with our audiobook hours? and days remaining till reset? I get it's on the desktop settings, but i rarely sign on on the desktop. I'm usually listening through the app. That is my only suggestion other than that I live by Spotify, and so does my whole family.",5,1,"['suggestion', 'spotifycan', 'banner', 'app', 'audiobook', 'section', 'shows', 'audiobook', 'hours', 'days', 'remaining', 'till', 'reset', 'get', 'desktop', 'settings', 'rarely', 'sign', 'desktop', 'im', 'usually', 'listening', 'app', 'suggestion', 'live', 'spotify', 'whole', 'family']",neutral
"Been using spotify for about 5 years now. There have been a few bugs, but they've been dealt with. The only thing i wish spotify had was a telephone number for customer support. Its hard to get in contact with the company if you have any problems.",5,0,"['using', 'spotify', 'years', 'bugs', 'theyve', 'dealt', 'thing', 'wish', 'spotify', 'telephone', 'number', 'customer', 'support', 'hard', 'get', 'contact', 'company', 'problems']",positive
"App is almost impossible for free users. I myself enjoy most of its benifits because of premium, but they have locked most of the bare minimum services behind a paywall",2,0,"['app', 'almost', 'impossible', 'free', 'users', 'enjoy', 'benifits', 'premium', 'locked', 'bare', 'minimum', 'services', 'behind', 'paywall']",positive
"Just wish some music wouldn't get mysteriously deleted. Asked some artists what happened to their music on spotify and they weren't even aware it was deleted. And wish you could go over 9,999 songs on playlists and should be able to shuffle playlists. Other than those issues, spotify is doing great things.",5,0,"['wish', 'music', 'wouldnt', 'get', 'mysteriously', 'deleted', 'asked', 'artists', 'happened', 'music', 'spotify', 'werent', 'even', 'aware', 'deleted', 'wish', 'could', 'go', 'songs', 'playlists', 'able', 'shuffle', 'playlists', 'issues', 'spotify', 'great', 'things']",positive
I didn't install this app again because this app don't install in my iphone,1,0,"['didnt', 'install', 'app', 'app', 'dont', 'install', 'iphone']",neutral
"Great app,good monthly deals for family subscribtion. The algorithm of suggestions is shaky at times but it improves. The only thing I dislike is the fact that podcasts are limited to America and that there needs tp be more unfamiliar songs in my playlists.",5,0,"['great', 'appgood', 'monthly', 'deals', 'family', 'subscribtion', 'algorithm', 'suggestions', 'shaky', 'times', 'improves', 'thing', 'dislike', 'fact', 'podcasts', 'limited', 'america', 'needs', 'tp', 'unfamiliar', 'songs', 'playlists']",neutral
"It is one of the best app that I have ever used...it serves on the best quality music and it is perfect for each age group people as one can anytime search a very old song and a most recent one as well, it gives you calm of mind and satisfaction of the heart by serving you one of most eminent songs collected from all around the globe...lastly the daily mixes that are served to us everyday is nothing but just an another feather on the hat",5,5,"['one', 'best', 'app', 'ever', 'usedit', 'serves', 'best', 'quality', 'music', 'perfect', 'age', 'group', 'people', 'one', 'anytime', 'search', 'old', 'song', 'recent', 'one', 'well', 'gives', 'calm', 'mind', 'satisfaction', 'heart', 'serving', 'one', 'eminent', 'songs', 'collected', 'around', 'globelastly', 'daily', 'mixes', 'served', 'us', 'everyday', 'nothing', 'another', 'feather', 'hat']",positive
"Spotify is the best. YT Music, PrimeMusic, Apple Music, nor iHeart could never. Unpopular opinion: Kids from 1 to 92 enjoy music without ads and dont mind paying 9.99 for it. Only people who can't afford it or are too rich for it will say negative things about it.",5,1,"['spotify', 'best', 'yt', 'music', 'primemusic', 'apple', 'music', 'iheart', 'could', 'never', 'unpopular', 'opinion', 'kids', 'enjoy', 'music', 'without', 'ads', 'dont', 'mind', 'paying', 'people', 'cant', 'afford', 'rich', 'say', 'negative', 'things']",positive
"Вы буквально перекрываете воздух людям без премиума. Элементарно нельзя перемотать трек. А я уже не говорю о том, что бы можно было переключить трек на прошлый. Так же реклама каждую секунду. Вообщем отношение к людям у вас как к животным, лишь бы бабла срубить. Вы же понимаете что отключаете всеми привычные функции которые по идее должны работать и без премиума? Ну я думаю что это наглость. Премиум должен приносить новые функции, а не возвращать старые. Короче вы оборзели реально. У меня все.",1,0,[],neutral
Music,5,0,['music'],neutral
"I love Spotify! I can listen to all kinds of musicians, but of course I choose contemporary gospel. I love the fact that you can take Spotify everywhere you go and listen to it. you can also listen to it on all different devices.",5,0,"['love', 'spotify', 'listen', 'kinds', 'musicians', 'course', 'choose', 'contemporary', 'gospel', 'love', 'fact', 'take', 'spotify', 'everywhere', 'go', 'listen', 'also', 'listen', 'different', 'devices']",positive
"Spotify is the best music app for anyone, trying to use an easy, affordable platform that offers a extensive variety, and up to date content in every genre you could imagine. I would highly recommend it to everyone!",5,4,"['spotify', 'best', 'music', 'app', 'anyone', 'trying', 'use', 'easy', 'affordable', 'platform', 'offers', 'extensive', 'variety', 'date', 'content', 'every', 'genre', 'could', 'imagine', 'would', 'highly', 'recommend', 'everyone']",positive
best music app,5,0,"['best', 'music', 'app']",positive
ya bas recharge k liya ha ne k kise singer k liya .jab bhi singer chala jayga uska song dlt ho jagya,1,0,"['ya', 'bas', 'recharge', 'k', 'liya', 'ha', 'ne', 'k', 'kise', 'singer', 'k', 'liya', 'jab', 'bhi', 'singer', 'chala', 'jayga', 'uska', 'song', 'dlt', 'ho', 'jagya']",positive
"i love this app so much.. i just wish that it has more japanese artist to listen as well.. over all i still love it.. keep it up.. ""Review Update: after the last update the app keeps crashing..it stops afrer 2-3 songs.. i really hope this gets fix as soon as possible becasuse i really love this app that's why i'm on primium plan..""",5,3,"['love', 'app', 'much', 'wish', 'japanese', 'artist', 'listen', 'well', 'still', 'love', 'keep', 'review', 'update', 'last', 'update', 'app', 'keeps', 'crashingit', 'stops', 'afrer', 'songs', 'really', 'hope', 'gets', 'fix', 'soon', 'possible', 'becasuse', 'really', 'love', 'app', 'thats', 'im', 'primium', 'plan']",positive
"The sound seems to cut to about half for no reason without user input. Pausing and resuming play seems to remedy the problem, but skipping songs makes the problem return. Please fix glitch and I will rate 5 stars. I am using app on Samsung galaxy s6 active and galaxy tab 4. Fixed. Thank you.",5,0,"['sound', 'seems', 'cut', 'half', 'reason', 'without', 'user', 'input', 'pausing', 'resuming', 'play', 'seems', 'remedy', 'problem', 'skipping', 'songs', 'makes', 'problem', 'return', 'please', 'fix', 'glitch', 'rate', 'stars', 'using', 'app', 'samsung', 'galaxy', 'active', 'galaxy', 'tab', 'fixed', 'thank']",positive
"Just worst app!!!!!! so many adds even if they say 30 mins of uninterrupted listening then too there is add only after 2 songs . I wanted to listen the songs to lift up my mood due to bad day and these adds pop up , it's so frustrating.... at end I just deleted the app",1,0,"['worst', 'app', 'many', 'adds', 'even', 'say', 'mins', 'uninterrupted', 'listening', 'add', 'songs', 'wanted', 'listen', 'songs', 'lift', 'mood', 'due', 'bad', 'day', 'adds', 'pop', 'frustrating', 'end', 'deleted', 'app']",negative
I leave the app on a random Playlist and then close the app and I hop on 5 days later to listen to my Playlist and it continues from the song that was playing in that Playlist from 5 days ago. And I don't even get my hourly 6 free skips! And it's been 5 days!,1,0,"['leave', 'app', 'random', 'playlist', 'close', 'app', 'hop', 'days', 'later', 'listen', 'playlist', 'continues', 'song', 'playing', 'playlist', 'days', 'ago', 'dont', 'even', 'get', 'hourly', 'free', 'skips', 'days']",positive
"I don't want you guys to add songs that interrupt my playlist.like I just made a playlist and it automatically adds songs that aren't even related to the playlists' songs. Please do something about this issue.(reviewed) The songs you recommend and automatically being shuffled in my playlist,my playlist hasn't even finished playing and the songs are just cutting in it.",1,0,"['dont', 'want', 'guys', 'add', 'songs', 'interrupt', 'playlistlike', 'made', 'playlist', 'automatically', 'adds', 'songs', 'arent', 'even', 'related', 'playlists', 'songs', 'please', 'something', 'issuereviewed', 'songs', 'recommend', 'automatically', 'shuffled', 'playlistmy', 'playlist', 'hasnt', 'even', 'finished', 'playing', 'songs', 'cutting']",neutral
"When you have premium this app is awesome, you can chose the songs you want, and listen in places where you wouldnt be able to which is good for camping however when you dont have premium there is too many ads in between the songs, one or 2 is fine but having like 5 ads in between the songs when you dont have premium SUCKS. but getting to make your own playlists is great. So it's a great app",5,30,"['premium', 'app', 'awesome', 'chose', 'songs', 'want', 'listen', 'places', 'wouldnt', 'able', 'good', 'camping', 'however', 'dont', 'premium', 'many', 'ads', 'songs', 'one', 'fine', 'like', 'ads', 'songs', 'dont', 'premium', 'sucks', 'getting', 'make', 'playlists', 'great', 'great', 'app']",positive
best music app. tribut to team....... nice,5,0,"['best', 'music', 'app', 'tribut', 'team', 'nice']",positive
very bad advertise bahot zyada ad rahi hai useless waste of money not good quality very bad experience not the helpful,1,2,"['bad', 'advertise', 'bahot', 'zyada', 'ad', 'rahi', 'hai', 'useless', 'waste', 'money', 'good', 'quality', 'bad', 'experience', 'helpful']",negative
sure the app is a great one can find music podcasts ECT but the app is genuinely SO unusable WITHOUT premium. if you the type to not wanna have to pay to listen to your favorite jams this isn't the app for you. shuffles your playlist even when searching for a song IT SHUFFLES. So the song your looking for won't play for 3 songs and a gazillion ads. Raising prices for a single premium account and using AI I hope their at least donating some of that money or something.,2,1,"['sure', 'app', 'great', 'one', 'find', 'music', 'podcasts', 'ect', 'app', 'genuinely', 'unusable', 'without', 'premium', 'type', 'wanna', 'pay', 'listen', 'favorite', 'jams', 'isnt', 'app', 'shuffles', 'playlist', 'even', 'searching', 'song', 'shuffles', 'song', 'looking', 'wont', 'play', 'songs', 'gazillion', 'ads', 'raising', 'prices', 'single', 'premium', 'account', 'using', 'ai', 'hope', 'least', 'donating', 'money', 'something']",positive
"If there is something you should hear, something to fall in love with, Spotify will suggest it to you, just by listening to your favorite music. Just give it some time and you will most probably be amazed of the artists and tunes you've never heard of before, but cannot stop listening to now you know they exist. :) P.S. Plus it is one of the best phone remotes to my computer :D",5,1,"['something', 'hear', 'something', 'fall', 'love', 'spotify', 'suggest', 'listening', 'favorite', 'music', 'give', 'time', 'probably', 'amazed', 'artists', 'tunes', 'youve', 'never', 'heard', 'cannot', 'stop', 'listening', 'know', 'exist', 'ps', 'plus', 'one', 'best', 'phone', 'remotes', 'computer']",positive
are u guys serious? now i can't even choose a song to listen? u all will stop that too? you are literally forcing us to not listen the song we want bruh so fed up of your drama deleting this app...,1,0,"['u', 'guys', 'serious', 'cant', 'even', 'choose', 'song', 'listen', 'u', 'stop', 'literally', 'forcing', 'us', 'listen', 'song', 'want', 'bruh', 'fed', 'drama', 'deleting', 'app']",negative
no is not are best because this app have premium,1,0,"['best', 'app', 'premium']",negative
REVANCED this damage garbage company that has bugs for years that never get fixed. this garbage company pays artists stuff all and makes a fortune. REVANCED IT,1,1,"['revanced', 'damage', 'garbage', 'company', 'bugs', 'years', 'never', 'get', 'fixed', 'garbage', 'company', 'pays', 'artists', 'stuff', 'makes', 'fortune', 'revanced']",negative
awesome. I'm thinking about creating my own podcast,5,0,"['awesome', 'im', 'thinking', 'creating', 'podcast']",positive
"Not all can have afford premium,so much of adds too.which is very bad. hope it is changed.",2,0,"['afford', 'premiumso', 'much', 'adds', 'toowhich', 'bad', 'hope', 'changed']",negative
